Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_kmpl,Mileage_km/kg,Power_m,Engine_m
Hyundai,i10,Ahmedabad,2012,37229,Petrol,Automatic,1,5.0,3.41,16.95,0.0,78.9,1197.0
Honda,City,Delhi,2009,73200,Petrol,Manual,1,5.0,2.78,17.0,0.0,118.0,1497.0
Skoda,Octavia,Ahmedabad,2015,71826,Diesel,Automatic,1,5.0,15.5,19.3,0.0,141.0,1968.0
Tata,Indica,Chennai,2017,129000,Diesel,Manual,1,5.0,3.0,25.0,0.0,69.0,1396.0
Maruti,Wagon,Pune,2012,82000,Petrol,Manual,1,5.0,2.3,18.9,0.0,67.1,998.0
Hyundai,Creta,Kochi,2017,40459,Diesel,Manual,1,5.0,13.28,19.67,0.0,126.2,1582.0
Maruti,A-Star,Hyderabad,2009,61964,Petrol,Manual,1,5.0,2.25,19.0,0.0,66.1,998.0
Maruti,Wagon,Kochi,2011,15466,Petrol,Manual,1,5.0,3.36,22.5,0.0,67.04,998.0
Honda,Mobilio,Kolkata,2014,23000,Petrol,Manual,1,7.0,4.25,17.3,0.0,117.3,1497.0
Hyundai,i10,Coimbatore,2012,43766,Petrol,Manual,1,5.0,4.3,20.36,0.0,78.9,1197.0
Skoda,Superb,Hyderabad,2010,54000,Petrol,Automatic,1,5.0,6.0,18.0,0.0,262.6,3597.0
Hyundai,i20,Coimbatore,2018,18521,Diesel,Manual,1,5.0,9.18,22.54,0.0,88.73,1396.0
Maruti,Celerio,Hyderabad,2017,26400,Petrol,Manual,1,5.0,4.99,23.1,0.0,67.04,998.0
Skoda,Laura,Pune,2011,31900,Petrol,Manual,1,5.0,3.75,13.4,0.0,157.8,1798.0
Ford,Figo,Chennai,2010,39000,Diesel,Manual,1,5.0,2.5,20.0,0.0,68.0,1399.0
Honda,Jazz,Hyderabad,2016,45671,Diesel,Manual,1,5.0,7.2,27.3,0.0,98.6,1498.0
Mercedes-Benz,E-Class,Ahmedabad,2016,39500,Diesel,Automatic,1,5.0,29.5,15.0,0.0,204.0,2143.0
Mercedes-Benz,GLA,Chennai,2015,54000,Diesel,Automatic,1,5.0,17.55,17.9,0.0,136.0,2143.0
Volvo,S60,Chennai,2012,20000,Diesel,Automatic,1,5.0,12.0,18.5,0.0,163.0,1985.0
Audi,A8,Bangalore,2009,55000,Diesel,Automatic,1,5.0,13.5,11.8,0.0,246.7,2967.0
Hyundai,Verna,Kolkata,2014,48000,Diesel,Automatic,1,5.0,5.1,22.32,0.0,126.32,1582.0
BMW,3,Kolkata,2011,70000,Diesel,Automatic,1,5.0,10.3,22.69,0.0,190.0,1995.0
Hyundai,Verna,Delhi,2014,62000,Diesel,Manual,1,5.0,5.7,22.32,0.0,126.32,1582.0
Maruti,Wagon,Kochi,2014,41994,Petrol,Manual,1,5.0,3.41,22.5,0.0,67.04,998.0
Ford,Figo,Hyderabad,2010,108882,Diesel,Manual,2,5.0,2.4,20.0,0.0,68.0,1399.0
Mahindra,KUV,Coimbatore,2017,24806,Petrol,Manual,1,6.0,5.6,18.15,0.0,82.0,1198.0
Tata,Indigo,Pune,2006,160000,Diesel,Manual,1,5.0,1.0,17.0,0.0,70.0,1405.0
Mahindra,TUV,Hyderabad,2017,30000,Diesel,Automatic,1,7.0,8.2,18.49,0.0,100.0,1493.0
Audi,Q3,Bangalore,2015,51000,Diesel,Automatic,1,5.0,27.5,15.17,0.0,181.0,1968.0
Maruti,Wagon,Jaipur,2015,64876,Petrol,Manual,1,5.0,3.5,21.5,0.0,81.8,1197.0
Maruti,Celerio,Kochi,2016,70536,CNG,Manual,1,5.0,4.58,18.0,31.79,58.33,998.0
Maruti,Vitara,Coimbatore,2017,25299,Diesel,Manual,1,5.0,10.34,24.3,0.0,88.5,1248.0
Mahindra,Scorpio,Mumbai,2006,89869,Diesel,Manual,1,8.0,3.25,12.7,0.0,116.6,2609.0
Hyundai,Tucson,Jaipur,2007,103515,Diesel,Manual,3,7.0,5.0,12.6,0.0,112.0,1991.0
Hyundai,Santro,Hyderabad,2008,68282,Petrol,Manual,1,5.0,2.25,17.92,0.0,62.1,1086.0
Porsche,Panamera,Kochi,2014,60033,Diesel,Automatic,1,4.0,51.52,18.18,0.0,250.0,2967.0
Maruti,Vitara,Kochi,2018,51921,Diesel,Manual,1,5.0,8.62,24.3,0.0,88.5,1248.0
Maruti,Swift,Mumbai,2017,18414,Diesel,Manual,1,5.0,7.25,23.4,0.0,74.0,1248.0
Honda,Amaze,Kochi,2016,40866,Petrol,Manual,1,5.0,5.47,19.5,0.0,86.76,1199.0
Jaguar,XF,Pune,2014,55001,Diesel,Automatic,1,5.0,31.0,16.36,0.0,187.7,2179.0
Mini,Cooper,Kochi,2017,20469,Petrol,Automatic,1,4.0,35.98,16.82,0.0,189.08,1998.0
Hyundai,EON,Jaipur,2017,8500,Petrol,Manual,1,5.0,3.42,21.1,0.0,55.2,814.0
Audi,A6,Ahmedabad,2008,45000,Diesel,Automatic,2,5.0,11.5,16.77,0.0,241.38,2967.0
Hyundai,i20,Pune,2016,6000,Petrol,Manual,1,5.0,7.25,17.19,0.0,81.86,1197.0
Maruti,Swift,Chennai,2018,11000,Diesel,Manual,1,5.0,8.0,28.4,0.0,74.0,1248.0
Ford,Ecosport,Kochi,2015,80064,Diesel,Manual,1,5.0,7.33,22.7,0.0,89.84,1498.0
Maruti,Wagon,Kolkata,2016,29930,Petrol,Manual,1,5.0,3.35,18.9,0.0,67.1,998.0
Volkswagen,Vento,Mumbai,2013,49105,Diesel,Manual,1,5.0,4.4,20.34,0.0,103.2,1498.0
Toyota,Etios,Kolkata,2012,55000,Petrol,Manual,1,5.0,2.99,17.6,0.0,88.7,1496.0
Honda,Jazz,Bangalore,2015,23000,Petrol,Manual,1,5.0,5.6,18.7,0.0,88.7,1199.0
Volkswagen,CrossPolo,Coimbatore,2016,54727,Diesel,Manual,1,5.0,6.63,20.14,0.0,88.73,1498.0
Volkswagen,Ameo,Kochi,2018,31426,Diesel,Manual,1,5.0,7.9,21.66,0.0,108.62,1498.0
Honda,City,Kochi,2015,53442,Petrol,Manual,1,5.0,7.0,16.8,0.0,116.3,1497.0
Honda,Brio,Hyderabad,2014,28000,Petrol,Automatic,1,5.0,4.95,16.5,0.0,86.8,1198.0
Skoda,Rapid,Mumbai,2017,13412,Petrol,Automatic,1,5.0,9.19,14.3,0.0,103.52,1598.0
Hyundai,Verna,Hyderabad,2011,70000,Diesel,Manual,1,5.0,5.1,16.8,0.0,110.0,1493.0
Hyundai,i20,Jaipur,2015,81310,Diesel,Manual,1,5.0,5.9,21.19,0.0,88.76,1396.0
Maruti,Baleno,Kochi,2019,13574,Petrol,Automatic,1,5.0,9.51,21.4,0.0,83.1,1197.0
Honda,CR-V,Mumbai,2008,75000,Petrol,Manual,2,5.0,3.9,11.1,0.0,158.8,2354.0
Maruti,Swift,Coimbatore,2014,58310,Petrol,Manual,2,5.0,5.39,19.1,0.0,85.8,1197.0
Maruti,Swift,Pune,2009,90000,Diesel,Manual,2,5.0,3.0,19.3,0.0,73.9,1248.0
Maruti,Swift,Jaipur,2012,83000,Diesel,Manual,1,5.0,4.3,23.4,0.0,74.0,1248.0
Maruti,Swift,Jaipur,2017,37282,Petrol,Manual,1,5.0,6.75,20.85,0.0,83.14,1197.0
Hyundai,Grand,Jaipur,2017,23000,Petrol,Manual,1,5.0,4.5,18.9,0.0,82.0,1197.0
Ford,Fiesta,Chennai,2010,82000,Diesel,Manual,1,5.0,2.75,17.8,0.0,68.0,1399.0
Hyundai,Verna,Chennai,2016,31000,Diesel,Manual,1,5.0,9.0,23.9,0.0,126.2,1582.0
Maruti,Wagon,Jaipur,2001,200000,Petrol,Manual,1,5.0,0.7,12.0,0.0,110.0,1611.0
Ford,Figo,Delhi,2014,45001,Diesel,Manual,2,5.0,2.55,20.0,0.0,68.05,1399.0
Tata,Manza,Coimbatore,2014,50446,Diesel,Manual,1,5.0,3.54,21.12,0.0,88.8,1248.0
Honda,Civic,Ahmedabad,2009,89000,Petrol,Manual,1,5.0,4.25,13.5,0.0,130.0,1799.0
Maruti,Alto,Ahmedabad,2007,72000,Petrol,Manual,2,5.0,1.2,19.7,0.0,46.3,796.0
BMW,5,Ahmedabad,2013,90000,Diesel,Automatic,1,5.0,19.5,22.48,0.0,190.0,1995.0
Mahindra,XUV500,Bangalore,2015,76000,Diesel,Manual,2,7.0,12.0,16.0,0.0,140.0,2179.0
Maruti,Ritz,Hyderabad,2012,78401,Diesel,Manual,1,5.0,3.9,23.2,0.0,73.94,1248.0
Maruti,Vitara,Kochi,2017,38426,Diesel,Manual,1,5.0,9.13,24.3,0.0,88.5,1248.0
Maruti,Eeco,Pune,2011,45000,Petrol,Manual,1,7.0,2.25,15.1,0.0,73.0,1196.0
Maruti,Swift,Mumbai,2012,83000,Petrol,Manual,1,5.0,3.25,17.5,0.0,85.8,1197.0
Hyundai,Creta,Coimbatore,2017,50170,Diesel,Automatic,1,5.0,14.79,17.01,0.0,126.2,1582.0
Maruti,Wagon,Mumbai,2010,37822,Petrol,Manual,1,5.0,2.35,22.5,0.0,67.04,998.0
Maruti,Celerio,Kolkata,2015,33517,Diesel,Manual,1,5.0,3.1,27.62,0.0,47.0,793.0
Hyundai,Santa,Delhi,2014,110000,Diesel,Automatic,1,7.0,12.9,13.01,0.0,194.3,2199.0
Hyundai,EON,Kolkata,2017,60000,Petrol,Manual,1,5.0,2.5,21.1,0.0,55.2,814.0
Hyundai,i20,Delhi,2013,92408,Petrol,Manual,1,5.0,3.65,18.5,0.0,82.85,1197.0
Hyundai,Verna,Bangalore,2014,45000,Petrol,Manual,1,5.0,7.5,17.1,0.0,121.3,1591.0
Honda,Brio,Kochi,2013,33793,Petrol,Manual,1,5.0,3.74,18.4,0.0,86.8,1198.0
Maruti,Swift,Kochi,2017,26327,Petrol,Manual,1,5.0,5.86,20.4,0.0,81.8,1197.0
Mercedes-Benz,New,Coimbatore,2018,20604,Diesel,Automatic,1,5.0,39.62,19.27,0.0,167.62,2143.0
Maruti,Swift,Coimbatore,2018,61386,Diesel,Manual,1,5.0,7.05,25.2,0.0,74.0,1248.0
Maruti,Swift,Delhi,2018,11500,Diesel,Automatic,1,5.0,7.5,28.4,0.0,74.0,1248.0
Chevrolet,Beat,Chennai,2012,58000,Diesel,Manual,1,5.0,2.1,25.44,0.0,57.6,936.0
Skoda,Superb,Delhi,2014,38000,Petrol,Automatic,1,5.0,11.6,13.7,0.0,157.75,1798.0
Mercedes-Benz,New,Bangalore,2012,49000,Diesel,Automatic,2,5.0,19.25,14.84,0.0,167.62,2143.0
Toyota,Innova,Coimbatore,2017,72202,Diesel,Manual,1,8.0,17.92,13.68,0.0,147.8,2393.0
Hyundai,i10,Kolkata,2016,7000,Petrol,Manual,1,5.0,3.6,20.36,0.0,78.9,1197.0
Honda,Amaze,Ahmedabad,2014,20000,Diesel,Manual,2,5.0,4.5,25.8,0.0,98.6,1498.0
Hyundai,i20,Hyderabad,2017,14061,Diesel,Manual,1,5.0,7.4,21.9,0.0,88.76,1396.0
Mercedes-Benz,GLE,Coimbatore,2018,30706,Diesel,Automatic,1,5.0,59.29,11.57,0.0,254.79,2987.0
Mahindra,Scorpio,Kolkata,2011,51387,Diesel,Manual,1,7.0,5.5,12.05,0.0,120.0,2179.0
Hyundai,Getz,Bangalore,2006,44000,Petrol,Manual,2,5.0,1.75,15.3,0.0,83.0,1341.0
Maruti,Baleno,Mumbai,2016,12208,Petrol,Manual,1,5.0,6.75,21.4,0.0,83.1,1197.0
Chevrolet,Optra,Chennai,2011,55000,Diesel,Manual,1,5.0,3.95,16.52,0.0,123.7,1991.0
Hyundai,Verna,Mumbai,2011,61600,Petrol,Manual,1,5.0,4.2,17.1,0.0,121.3,1591.0
Honda,City,Hyderabad,2016,28414,Petrol,Manual,1,5.0,8.4,17.0,0.0,118.0,1497.0
Volkswagen,Polo,Mumbai,2017,27853,Petrol,Automatic,1,5.0,8.25,17.21,0.0,103.5,1197.0
Honda,Brio,Bangalore,2013,55116,Petrol,Manual,1,5.0,3.31,19.4,0.0,86.8,1198.0
Maruti,Swift,Ahmedabad,2017,26000,Diesel,Manual,1,5.0,7.5,26.59,0.0,74.0,1248.0
Honda,City,Pune,2012,45496,Petrol,Manual,1,5.0,4.75,17.0,0.0,118.0,1497.0
Mahindra,Ssangyong,Pune,2013,76000,Diesel,Automatic,2,7.0,8.79,11.18,0.0,184.0,2696.0
Skoda,Superb,Pune,2014,136000,Petrol,Manual,1,5.0,9.5,13.1,0.0,157.75,1798.0
Hyundai,Santro,Pune,2009,100000,Petrol,Manual,1,5.0,1.6,18.0,0.0,110.0,1611.0
Maruti,Alto,Kolkata,2010,38127,Petrol,Manual,1,5.0,1.55,19.7,0.0,46.3,796.0
Hyundai,i20,Jaipur,2014,82450,Diesel,Manual,1,5.0,5.85,23.0,0.0,90.0,1396.0
Ford,Ecosport,Coimbatore,2014,62497,Petrol,Manual,1,5.0,7.52,15.8,0.0,110.0,1499.0
Nissan,Micra,Hyderabad,2011,86732,Diesel,Manual,1,5.0,3.6,23.08,0.0,63.1,1461.0
Honda,Brio,Kochi,2016,27969,Petrol,Manual,1,5.0,4.73,19.4,0.0,86.8,1198.0
Mahindra,Ssangyong,Delhi,2013,66372,Diesel,Automatic,1,7.0,10.5,11.18,0.0,184.0,2696.0
BMW,7,Coimbatore,2013,73525,Diesel,Automatic,1,5.0,34.54,16.46,0.0,258.0,2993.0
Hyundai,Grand,Kochi,2018,20689,Petrol,Manual,1,5.0,6.07,18.9,0.0,81.86,1197.0
Maruti,Baleno,Coimbatore,2018,25093,Petrol,Manual,1,5.0,7.76,21.4,0.0,83.1,1197.0
Mahindra,Xylo,Coimbatore,2016,49176,Diesel,Manual,1,8.0,7.46,11.68,0.0,112.0,2498.0
Renault,Fluence,Delhi,2012,87510,Diesel,Manual,1,5.0,3.49,21.8,0.0,78.0,1461.0
Hyundai,i20,Coimbatore,2012,38214,Petrol,Manual,2,5.0,4.05,18.5,0.0,80.0,1197.0
Mitsubishi,Pajero,Kochi,2013,48986,Diesel,Manual,1,6.0,11.88,10.5,0.0,107.2,2835.0
Toyota,Corolla,Pune,2011,88000,Petrol,Automatic,1,5.0,6.45,14.53,0.0,138.1,1794.0
BMW,X5,Pune,2015,69002,Diesel,Automatic,1,5.0,50.0,15.97,0.0,258.0,2993.0
BMW,3,Pune,2011,43706,Petrol,Automatic,1,5.0,9.0,10.9,0.0,215.0,2497.0
Hyundai,Creta,Coimbatore,2016,58671,Diesel,Automatic,1,5.0,14.25,17.01,0.0,126.2,1582.0
Mahindra,TUV,Coimbatore,2017,49404,Diesel,Manual,1,7.0,7.36,18.49,0.0,100.0,1493.0
Mahindra,Scorpio,Delhi,2010,72000,Diesel,Manual,1,8.0,4.4,12.05,0.0,120.0,2179.0
Renault,KWID,Mumbai,2016,24000,Petrol,Manual,1,5.0,3.1,25.17,0.0,53.3,799.0
Renault,KWID,Coimbatore,2017,53285,Petrol,Automatic,1,5.0,4.28,22.5,0.0,67.0,999.0
Maruti,Swift,Pune,2017,12000,Petrol,Manual,1,5.0,5.5,16.1,0.0,85.0,1197.0
Skoda,Laura,Kolkata,2012,45000,Diesel,Automatic,1,5.0,6.99,17.0,0.0,105.0,1896.0
Maruti,Alto,Coimbatore,2018,26234,Petrol,Manual,1,5.0,4.29,24.7,0.0,47.3,796.0
Maruti,Swift,Delhi,2014,55000,Petrol,Manual,1,5.0,4.2,18.6,0.0,85.8,1197.0
Hyundai,i20,Pune,2012,90000,Diesel,Manual,1,5.0,4.11,23.0,0.0,90.0,1396.0
Audi,Q3,Mumbai,2015,48000,Diesel,Automatic,1,5.0,18.75,15.73,0.0,174.33,1968.0
Mercedes-Benz,GLE,Mumbai,2017,19863,Diesel,Automatic,1,5.0,64.95,11.57,0.0,254.79,2987.0
Hyundai,i10,Mumbai,2010,55000,Petrol,Manual,2,5.0,1.59,19.81,0.0,68.05,1086.0
Maruti,Wagon,Kolkata,2016,4800,Petrol,Manual,1,5.0,3.6,20.51,0.0,67.04,998.0
Honda,City,Kochi,2017,38607,Petrol,Manual,2,5.0,7.87,17.8,0.0,117.3,1497.0
Hyundai,Grand,Mumbai,2018,3958,Petrol,Manual,1,5.0,5.55,18.9,0.0,81.86,1197.0
Honda,City,Jaipur,2014,74000,Diesel,Manual,2,5.0,6.4,25.1,0.0,98.6,1498.0
Maruti,Swift,Mumbai,2009,54540,Petrol,Manual,3,5.0,2.65,17.5,0.0,85.8,1298.0
Maruti,Swift,Delhi,2015,58400,Petrol,Manual,1,5.0,5.5,17.5,0.0,85.8,1298.0
Mahindra,XUV500,Kochi,2013,73648,Diesel,Manual,1,7.0,7.31,15.1,0.0,140.0,2179.0
Maruti,Ciaz,Jaipur,2016,83000,Diesel,Manual,1,5.0,7.1,28.09,0.0,88.5,1248.0
Hyundai,Verna,Kochi,2016,16159,Diesel,Manual,1,5.0,7.83,22.32,0.0,126.32,1582.0
Hyundai,Accent,Mumbai,2005,150000,Diesel,Manual,1,5.0,0.85,13.1,0.0,82.0,1493.0
Honda,Brio,Mumbai,2014,22100,Petrol,Manual,1,5.0,3.55,19.4,0.0,86.8,1198.0
Hyundai,i20,Coimbatore,2017,35043,Petrol,Manual,1,5.0,8.19,17.19,0.0,81.86,1197.0
BMW,3,Pune,2018,24000,Diesel,Automatic,1,5.0,28.0,18.88,0.0,184.0,1995.0
Volkswagen,Jetta,Chennai,2015,480000,Diesel,Automatic,1,5.0,13.0,16.96,0.0,138.03,1968.0
Volkswagen,Polo,Chennai,2011,70000,Petrol,Manual,2,5.0,3.29,15.26,0.0,103.5,1598.0
Maruti,Swift,Pune,2015,13769,Petrol,Manual,2,5.0,4.41,16.1,0.0,85.0,1197.0
Renault,Duster,Kolkata,2013,58000,Diesel,Manual,1,5.0,4.99,19.01,0.0,108.45,1461.0
BMW,X3,Hyderabad,2009,58000,Diesel,Automatic,1,5.0,17.98,18.56,0.0,190.0,1995.0
Fiat,Avventura,Coimbatore,2018,18705,Diesel,Manual,1,5.0,7.71,20.5,0.0,91.72,1248.0
Maruti,Wagon,Delhi,2013,32378,Petrol,Manual,1,5.0,2.8,20.51,0.0,67.04,998.0
Chevrolet,Sail,Kolkata,2013,45000,Diesel,Manual,1,5.0,3.0,22.1,0.0,76.9,1248.0
Mahindra,XUV500,Coimbatore,2015,36836,Diesel,Manual,1,7.0,12.49,15.1,0.0,140.0,2179.0
Tata,Zest,Kochi,2016,54199,Diesel,Manual,1,5.0,5.0,23.0,0.0,88.8,1248.0
BMW,X3,Kochi,2017,36935,Diesel,Automatic,1,5.0,32.64,18.56,0.0,190.0,1995.0
Maruti,Swift,Chennai,2015,23000,Diesel,Manual,1,5.0,6.5,25.2,0.0,74.0,1248.0
BMW,5,Bangalore,2015,14000,Diesel,Automatic,1,5.0,35.0,18.12,0.0,190.0,1995.0
Tata,Indigo,Chennai,2015,100073,Diesel,Manual,2,5.0,2.0,25.0,0.0,69.01,1396.0
Mahindra,XUV500,Kochi,2015,59182,Diesel,Manual,1,7.0,9.46,15.1,0.0,140.0,2179.0
Audi,Q7,Kochi,2016,72132,Diesel,Automatic,2,7.0,39.0,12.07,0.0,241.4,2967.0
BMW,5,Hyderabad,2009,79000,Diesel,Automatic,1,5.0,15.0,18.48,0.0,177.0,1995.0
Hyundai,Verna,Coimbatore,2013,66930,Petrol,Manual,1,5.0,6.15,17.1,0.0,121.3,1591.0
Hyundai,Santa,Pune,2015,100000,Diesel,Automatic,2,7.0,14.5,13.01,0.0,194.3,2199.0
Hyundai,Santro,Bangalore,2012,43000,Petrol,Manual,1,5.0,3.25,18.0,0.0,110.0,1611.0
Maruti,Wagon,Kochi,2018,27413,Petrol,Automatic,1,5.0,5.18,20.51,0.0,67.0,998.0
Maruti,Wagon,Pune,2007,90000,Petrol,Manual,2,5.0,1.24,17.3,0.0,64.0,1061.0
Hyundai,i20,Kolkata,2013,40300,Petrol,Manual,1,5.0,2.8,18.5,0.0,82.85,1197.0
Skoda,Superb,Kochi,2011,73783,Petrol,Automatic,2,5.0,5.23,13.7,0.0,157.75,1798.0
Hyundai,Getz,Pune,2005,86000,Petrol,Manual,2,5.0,0.45,15.3,0.0,83.0,1341.0
Maruti,Wagon,Delhi,2014,65694,Petrol,Manual,1,5.0,3.25,18.9,0.0,67.1,998.0
Maruti,Omni,Kolkata,2015,23000,Petrol,Manual,1,5.0,1.5,16.8,0.0,34.2,796.0
Hyundai,i10,Mumbai,2012,51000,Petrol,Manual,1,5.0,2.85,20.36,0.0,78.9,1197.0
Renault,KWID,Kochi,2018,18335,Petrol,Manual,1,5.0,4.5,21.7,0.0,67.0,999.0
Mercedes-Benz,B,Bangalore,2014,36000,Diesel,Automatic,1,5.0,16.25,15.0,0.0,107.3,2147.0
Volkswagen,Polo,Mumbai,2017,25000,Petrol,Automatic,1,5.0,7.75,17.21,0.0,103.5,1197.0
Mahindra,Scorpio,Bangalore,2007,81000,Diesel,Manual,3,8.0,4.35,12.05,0.0,120.0,2179.0
Toyota,Fortuner,Kochi,2019,21719,Diesel,Automatic,1,7.0,33.13,12.9,0.0,174.5,2755.0
Chevrolet,Beat,Coimbatore,2013,75421,Diesel,Manual,1,5.0,3.63,25.44,0.0,56.3,936.0
Toyota,Innova,Delhi,2010,80000,Diesel,Manual,1,8.0,4.75,12.8,0.0,102.0,2494.0
Maruti,Swift,Kochi,2018,10671,Petrol,Manual,1,5.0,6.51,20.85,0.0,83.14,1197.0
Renault,KWID,Hyderabad,2018,4126,Petrol,Manual,1,5.0,4.8,21.7,0.0,67.0,999.0
Tata,Bolt,Hyderabad,2017,98500,Diesel,Manual,1,5.0,6.0,22.95,0.0,74.0,1248.0
Hyundai,Grand,Coimbatore,2016,61578,Petrol,Manual,1,5.0,6.4,18.9,0.0,82.0,1197.0
Volkswagen,Vento,Ahmedabad,2014,54000,Diesel,Manual,1,5.0,4.9,20.34,0.0,103.2,1498.0
Audi,A6,Coimbatore,2013,70998,Diesel,Automatic,1,5.0,20.57,17.68,0.0,174.33,1968.0
Maruti,Swift,Kolkata,2015,40082,Diesel,Manual,1,5.0,4.76,19.3,0.0,73.9,1248.0
Chevrolet,Spark,Kochi,2012,50619,Petrol,Manual,1,5.0,2.0,18.0,0.0,62.0,995.0
BMW,3,Coimbatore,2009,103905,Diesel,Automatic,1,5.0,9.92,22.69,0.0,190.0,1995.0
Hyundai,EON,Kochi,2018,15334,Petrol,Manual,1,5.0,3.69,21.1,0.0,55.2,814.0
Maruti,Swift,Hyderabad,2013,69000,Diesel,Manual,1,5.0,5.75,23.4,0.0,74.0,1248.0
Volkswagen,CrossPolo,Hyderabad,2014,75160,Diesel,Manual,1,5.0,5.7,20.14,0.0,88.5,1498.0
Honda,Amaze,Coimbatore,2014,44753,Petrol,Manual,1,5.0,4.94,18.0,0.0,86.7,1198.0
Volkswagen,Vento,Kochi,2012,53024,Petrol,Automatic,1,5.0,4.29,14.4,0.0,103.6,1598.0
Maruti,Wagon,Kolkata,2014,23840,Petrol,Manual,1,5.0,3.0,20.51,0.0,67.04,998.0
Volkswagen,Polo,Hyderabad,2014,81298,Diesel,Manual,1,5.0,6.5,20.14,0.0,88.8,1498.0
Volkswagen,Polo,Jaipur,2015,59000,Petrol,Manual,2,5.0,4.9,16.47,0.0,73.9,1198.0
Honda,Amaze,Kochi,2016,51806,Diesel,Manual,1,5.0,5.4,25.8,0.0,98.6,1498.0
Audi,A6,Delhi,2014,56000,Diesel,Automatic,1,5.0,24.0,18.53,0.0,187.74,1968.0
Tata,Tigor,Kochi,2019,29279,Diesel,Manual,1,5.0,7.46,24.7,0.0,69.0,1047.0
Volkswagen,Vento,Kochi,2017,33550,Diesel,Automatic,1,5.0,9.6,21.5,0.0,108.5,1498.0
Audi,A6,Hyderabad,2014,62000,Diesel,Automatic,1,5.0,25.0,18.53,0.0,187.74,1968.0
Nissan,Terrano,Hyderabad,2014,66000,Diesel,Manual,1,5.0,6.8,19.01,0.0,108.5,1461.0
Skoda,Rapid,Coimbatore,2016,46630,Diesel,Automatic,1,5.0,8.59,21.66,0.0,103.52,1498.0
Ford,Figo,Hyderabad,2016,72566,Diesel,Manual,1,5.0,5.29,25.83,0.0,99.0,1498.0
Tata,Venture,Pune,2011,51482,Diesel,Manual,1,8.0,2.5,15.42,0.0,70.0,1405.0
Mercedes-Benz,New,Chennai,2011,90000,Diesel,Automatic,1,5.0,13.9,14.84,0.0,167.62,2143.0
Toyota,Fortuner,Jaipur,2014,69000,Diesel,Manual,2,7.0,20.0,13.0,0.0,168.5,2982.0
Honda,City,Delhi,2011,90000,Petrol,Manual,2,5.0,3.4,17.0,0.0,118.0,1497.0
Hyundai,i20,Mumbai,2015,39000,Petrol,Manual,1,5.0,5.5,18.6,0.0,81.83,1197.0
Volkswagen,Vento,Hyderabad,2012,110000,Diesel,Manual,2,5.0,3.65,20.54,0.0,103.6,1598.0
Ford,Endeavour,Kochi,2011,68022,Diesel,Manual,1,7.0,5.86,13.1,0.0,141.0,2499.0
Ford,EcoSport,Coimbatore,2018,27852,Petrol,Automatic,1,5.0,10.44,14.8,0.0,121.36,1497.0
Maruti,Swift,Bangalore,2013,58291,Diesel,Manual,1,5.0,5.0,17.8,0.0,110.0,1248.0
Hyundai,i20,Coimbatore,2011,68439,Diesel,Manual,1,5.0,3.37,23.0,0.0,90.0,1396.0
Toyota,Innova,Delhi,2011,150000,Diesel,Manual,1,8.0,6.95,12.99,0.0,100.6,2494.0
Tata,Nexon,Mumbai,2018,14000,Diesel,Manual,1,5.0,9.9,21.5,0.0,108.5,1497.0
Ford,Figo,Hyderabad,2012,71558,Diesel,Manual,1,5.0,3.3,20.0,0.0,68.05,1399.0
Porsche,Panamera,Delhi,2013,48000,Diesel,Automatic,2,4.0,50.5,17.85,0.0,300.0,2967.0
Hyundai,Creta,Jaipur,2015,65800,Diesel,Automatic,1,5.0,12.5,17.01,0.0,126.2,1582.0
Audi,A4,Hyderabad,2014,53000,Diesel,Automatic,1,5.0,20.5,16.55,0.0,140.0,1968.0
Mahindra,XUV500,Kolkata,2017,14600,Diesel,Manual,1,7.0,14.5,16.0,0.0,140.0,2179.0
Isuzu,MUX,Jaipur,2017,34429,Diesel,Automatic,1,7.0,20.0,13.8,0.0,174.57,2999.0
Maruti,Swift,Delhi,2014,52000,Diesel,Manual,1,5.0,5.25,23.4,0.0,74.0,1248.0
Maruti,Ciaz,Kolkata,2015,25470,Petrol,Manual,1,5.0,5.9,20.73,0.0,91.1,1373.0
Hyundai,EON,Pune,2013,22000,Petrol,Manual,1,5.0,2.6,21.1,0.0,55.2,814.0
Mercedes-Benz,E-Class,Chennai,2007,75000,Diesel,Automatic,1,5.0,11.0,11.0,0.0,198.5,2987.0
BMW,5,Pune,2011,95995,Diesel,Automatic,1,5.0,15.5,18.48,0.0,177.0,1995.0
Hyundai,Grand,Jaipur,2017,26877,Diesel,Manual,1,5.0,5.75,24.0,0.0,73.97,1186.0
Jaguar,XJ,Hyderabad,2015,26000,Diesel,Automatic,1,5.0,75.0,14.47,0.0,301.73,2993.0
Maruti,Swift,Chennai,2007,140000,Diesel,Manual,2,5.0,2.0,17.8,0.0,75.0,1248.0
Hyundai,Santro,Hyderabad,2008,95291,Petrol,Manual,1,5.0,2.3,17.92,0.0,62.1,1086.0
Toyota,Innova,Hyderabad,2009,135000,Diesel,Manual,2,8.0,8.2,12.8,0.0,102.0,2494.0
Hyundai,i20,Kolkata,2015,32000,Petrol,Manual,1,5.0,4.8,18.6,0.0,81.83,1197.0
Mercedes-Benz,E-Class,Mumbai,2008,68333,Diesel,Automatic,2,5.0,8.5,11.0,0.0,198.5,2987.0
